loc_nombre,loc_cpostal,prv_nombre
Guaranies,3054,Santa Fe
Guasuncho,3581,Santa Fe
Guaycuru,3551,Santa Fe
Helvecia,3003,Santa Fe
Hersilia,2352,Santa Fe
Hipatia,3023,Santa Fe
Huanqueros,3076,Santa Fe
Hugentobler,2317,Santa Fe
Hugentobler,2344,Santa Fe
Hughes,2725,Santa Fe
Humberto Primero,2309,Santa Fe
Humboldt,3081,Santa Fe
Humboldt Chico,3081,Santa Fe
Ibarlucea,2142,Santa Fe
Independencia,3060,Santa Fe
Ingeniero Boasi,3023,Santa Fe
Ingeniero Chanourdie,3575,Santa Fe
Ingeniero Garmendia,3586,Santa Fe
Ingeniero Germania,3586,Santa Fe
Intiyaco,3551,Santa Fe
Irigoyen,2248,Santa Fe
Iriondo,3018,Santa Fe
Isla Del Porteño,3001,Santa Fe
Isla Tigre,3583,Santa Fe
Isleta,3581,Santa Fe
Iturraspe,2523,Santa Fe
Ituzaingo,2311,Santa Fe
Jesus Maria,2204,Santa Fe
Jose Macias,3041,Santa Fe
Jose Manuel Estrada,2403,Santa Fe
Juan B Molina,2103,Santa Fe
Juan Ortiz,2154,Santa Fe
Juncal,2723,Santa Fe
Kilometro 113,2407,Santa Fe
Kilometro 17,3565,Santa Fe
Kilometro 213,3050,Santa Fe
Kilometro 23,3589,Santa Fe
Kilometro 235,3076,Santa Fe
Kilometro 28,3014,Santa Fe
Kilometro 293,3066,Santa Fe
Kilometro 30,3565,Santa Fe
Kilometro 302,3551,Santa Fe
Kilometro 319,2154,Santa Fe
Kilometro 320,3551,Santa Fe
Kilometro 323,2142,Santa Fe
Kilometro 35,3014,Santa Fe
Kilometro 389,3061,Santa Fe
Kilometro 392,3551,Santa Fe
Kilometro 396,6106,Santa Fe
Kilometro 403,3585,Santa Fe
Kilometro 408,3580,Santa Fe
Kilometro 41,3583,Santa Fe
Kilometro 41,3020,Santa Fe
Kilometro 421,3061,Santa Fe
Kilometro 421,3585,Santa Fe
Kilometro 443,2454,Santa Fe
Kilometro 465,2456,Santa Fe
Kilometro 468,3061,Santa Fe
Kilometro 483,2456,Santa Fe
Kilometro 49,2506,Santa Fe
Kilometro 49,3023,Santa Fe
Kilometro 49,3589,Santa Fe
Kilometro 501,2409,Santa Fe
Kilometro 54,3589,Santa Fe
Kilometro 67,3581,Santa Fe
Kilometro 85,2303,Santa Fe
Kilometro 9,3000,Santa Fe
Kilometro 95,3046,Santa Fe
La Adelaida,6103,Santa Fe
La Asturiana,6106,Santa Fe
La Blanca,3551,Santa Fe
La Bombilla,3060,Santa Fe
La Brava,3045,Santa Fe
La Cabral,3074,Santa Fe
La California,2520,Santa Fe
La Calma,6106,Santa Fe
La Camila,3054,Santa Fe
La Capilla,3040,Santa Fe
La Carolina,2105,Santa Fe
La Catalina,3572,Santa Fe
La Celia,2115,Santa Fe
La Celia,3569,Santa Fe
La Ceramica Y Cuyo,2000,Santa Fe
La Chispa,2601,Santa Fe
La Cigueña,3057,Santa Fe
La Clara,3025,Santa Fe
La Clarita,3585,Santa Fe
La Clorinda,3021,Santa Fe
La Constancia,6103,Santa Fe
La Criolla,3052,Santa Fe
La Diamela,3569,Santa Fe
La Elsa,2341,Santa Fe
La Esmeralda,3560,Santa Fe
La Gallareta,3057,Santa Fe
La Gama,2615,Santa Fe
La Guampita,3056,Santa Fe
La Guardia,3001,Santa Fe
La Hosca,3050,Santa Fe
La Ines,6100,Santa Fe
La Inglesita,2601,Santa Fe
La Josefina,3565,Santa Fe
La Julia,3046,Santa Fe
La Lata,2126,Santa Fe
La Lola,3567,Santa Fe
La Loma,3555,Santa Fe
La Lucila,3072,Santa Fe
La Marina,2341,Santa Fe
La Merced,2173,Santa Fe
La Morocha,2613,Santa Fe
La Noria,3001,Santa Fe
La Oriental,3054,Santa Fe
La Orilla,3080,Santa Fe
La Othilia,2115,Santa Fe
La Pelada,3027,Santa Fe
La Picasa,6036,Santa Fe
La Polvareda,3074,Santa Fe
La Potasa,3563,Santa Fe
La Reserva,3581,Santa Fe
La Rosa,3042,Santa Fe
La Rubia,2342,Santa Fe
La Salada,2142,Santa Fe
La Sarita,3563,Santa Fe
La Sarnosa,3057,Santa Fe
La Selva,3551,Santa Fe
La Sementera,3038,Santa Fe
La Vanguardia,2105,Santa Fe
La Vanguardia,3561,Santa Fe
La Verde,3076,Santa Fe
La Viuda,2183,Santa Fe
La Zulema,3551,Santa Fe
Labordeboy,2726,Santa Fe
Laguna Paiva,3020,Santa Fe
Laguna Verde,3076,Santa Fe
Landeta,2531,Santa Fe
Lanteri,3575,Santa Fe
Larguia,2144,Santa Fe
Larrechea,3080,Santa Fe
Larrechea,2241,Santa Fe
Las Anintas,3560,Santa Fe
Las Arenas,3060,Santa Fe
Las Avispas,3074,Santa Fe
Las Bandurrias,2148,Santa Fe
Las Cañas,3046,Santa Fe
Las Catalinas,3560,Santa Fe
Las Chuñas,3061,Santa Fe
Las Delicias,3551,Santa Fe
Las Dos Angelitas,6106,Santa Fe
Las Encadenadas,2607,Santa Fe
Las Garsitas,3560,Santa Fe
Las Garzas,3574,Santa Fe
Las Higueritas,3013,Santa Fe
Las Liebres,2520,Santa Fe
Las Mercedes,3516,Santa Fe
Las Palmas,3555,Santa Fe
Las Palmeras,2326,Santa Fe
Las Parejas,2505,Santa Fe
Las Petacas,2451,Santa Fe
Las Quintas,2200,Santa Fe
Las Rosas,2520,Santa Fe
Las Siete provincias,3575,Santa Fe
Las Toscas,3586,Santa Fe
Las Tres Marias,3046,Santa Fe
Las Trojas,2500,Santa Fe
Las Tunas,3009,Santa Fe
Lassaga,3036,Santa Fe
Lazzarino,6103,Santa Fe
Lehmann,2305,Santa Fe
Liceo Aeronautico Militar,2132,Santa Fe
Links,2132,Santa Fe
Llambi Campbell,3036,Santa Fe
Logroño,3066,Santa Fe
Loma Alta,2253,Santa Fe
Loma Verde,2117,Santa Fe
Lopez,2255,Santa Fe
Los Amores,3551,Santa Fe
Los Arcos,2720,Santa Fe
Los Cardenales,3005,Santa Fe
Los Cardos,2533,Santa Fe
Los Cerrillos,3001,Santa Fe
Los Charabones,3060,Santa Fe
Los Claros,3551,Santa Fe
Los Corralitos,3051,Santa Fe
Los Cuervos,3555,Santa Fe
Los Galpones,3050,Santa Fe
Los Hornos,3021,Santa Fe
Los Lapachos,3575,Santa Fe
Los Laureles,3567,Santa Fe
Los Leones,3551,Santa Fe
Los Leones,2146,Santa Fe
Los Molinos,2181,Santa Fe
Los Molles,3070,Santa Fe
Los Muchachos,2105,Santa Fe
Los Nogales,2183,Santa Fe
Los Olivos,3046,Santa Fe
Los Osos,3051,Santa Fe
Los Palmares,3057,Santa Fe
Los Quirquinchos,2637,Santa Fe
Los Saladillos,3041,Santa Fe
Los Sembrados,2447,Santa Fe
Los Tabanos Desvio Km 366,3551,Santa Fe
Luciano Leiva,3048,Santa Fe
Lucio V Lopez,2142,Santa Fe
Luis Palacios,2142,Santa Fe
Maciel,2208,Santa Fe
Maggiolo,2622,Santa Fe
Maizales,2119,Santa Fe
Malabrigo,3572,Santa Fe
Mangore,2445,Santa Fe
Manucho,3023,Santa Fe
Marcelino Escalada,3042,Santa Fe
Margarita,3056,Santa Fe
Maria Eugenia,3072,Santa Fe
Maria Juana,2445,Santa Fe
Maria Luisa,3027,Santa Fe
Maria Luisa Correa,2501,Santa Fe
Maria Susana,2527,Santa Fe
Maria Teresa,2609,Santa Fe
Mariano Saavedra,3011,Santa Fe
Mascias,3041,Santa Fe
Maximo Paz,2115,Santa Fe
Melincue,2728,Santa Fe
Merceditas,2725,Santa Fe
Miguel Escalada,3046,Santa Fe
Miramar,6106,Santa Fe
Mocovi,3581,Santa Fe
Moises Ville,2313,Santa Fe
Monigotes,2342,Santa Fe
Monje,2212,Santa Fe
Monte Flores,2101,Santa Fe
Monte Obscuridad,2349,Santa Fe
Monte Vera,3014,Santa Fe
Montes De Oca,2521,Santa Fe
Moussy,3561,Santa Fe
Murphy,2601,Santa Fe
Mutchnik,2313,Santa Fe
Nare,3046,Santa Fe
Nelson,3032,Santa Fe
Nicanor E Molinas,3563,Santa Fe
Nueva Italia,3074,Santa Fe
Nueva Pompeya,3014,Santa Fe
Nueva Ukrania,3046,Santa Fe
Nuevo Torino,3087,Santa Fe
Obraje Indio Muerto,3589,Santa Fe
Obraje San Juan,3589,Santa Fe
Ogilive,3551,Santa Fe
Oliveros,2206,Santa Fe
Ombu Norte,3005,Santa Fe
Oratorio Morante,2921,Santa Fe
Oroño,2253,Santa Fe
Otto Bemberg,2605,Santa Fe
Padre Pedro Iturralde,3061,Santa Fe
Paganini,2152,Santa Fe
Paikin,3046,Santa Fe
Palacios,2326,Santa Fe
Paraje Kilometro 12,3550,Santa Fe
Paraje Tragnaghi,3551,Santa Fe
Paso Vinal,3080,Santa Fe
Paul Groussac,3585,Santa Fe
Pavenhan,3057,Santa Fe
Pavon,2918,Santa Fe
Pavon Arriba,2109,Santa Fe
Pedro Gomez Cello,3054,Santa Fe
Pereyra Lucena,2105,Santa Fe
Perez,2121,Santa Fe
Pericota,3025,Santa Fe
Petronila,3046,Santa Fe
Peyrano,2113,Santa Fe
Piamonte,2529,Santa Fe
Pilar,3085,Santa Fe
Pino De San Lorenzo,2200,Santa Fe
Piquete,3000,Santa Fe
Pompeya,3014,Santa Fe
Portalis,3066,Santa Fe
Portugalete,3071,Santa Fe
Potrero Guasuncho,3589,Santa Fe
Pozo Borrado,3061,Santa Fe
Pozo De Los Indios,3551,Santa Fe
Presidente Roca,2301,Santa Fe
Progreso,3023,Santa Fe
Providencia,3025,Santa Fe
Pueblo Abc,3080,Santa Fe
Pueblo Alcorta,2117,Santa Fe
Pueblo Arequito,2183,Santa Fe
Pueblo Candioti,3000,Santa Fe
Pueblo Esther,2126,Santa Fe
Pueblo Golondrina,3551,Santa Fe
Pueblo Kirston,2202,Santa Fe
Pueblo Maria Juana,2445,Santa Fe
Pueblo Marini,2301,Santa Fe
Pueblo Miguel Torres,2631,Santa Fe
Pueblo Muñoz,2119,Santa Fe
Pueblo Nuevo,2124,Santa Fe
Pueblo Ramona,2301,Santa Fe
Pueblo San Antonio,2301,Santa Fe
Pueblo San Bernardo,3048,Santa Fe
Pueblo Terragni,2300,Santa Fe
Puente Colastine,2242,Santa Fe
Puerto Aragon,2246,Santa Fe
Puerto De San Lorenzo,2200,Santa Fe
Puerto Gaboto,2208,Santa Fe
Puerto Gral San Martin,2202,Santa Fe
Puerto Ocampo,3580,Santa Fe
Puerto Piracua,3516,Santa Fe
Puerto Piracuacito,3592,Santa Fe
Puerto Reconquista,3567,Santa Fe
Pujato,2123,Santa Fe
Pujato Norte,3080,Santa Fe
Rabiola,2600,Santa Fe
Rafaela,2300,Santa Fe
Ramayon,3042,Santa Fe
Raquel,2322,Santa Fe
Rastreador Fournier,2605,Santa Fe
Reconquista,3560,Santa Fe
Reconquista Dest Aer Militar,3567,Santa Fe
Recreo,3018,Santa Fe
Recreo Sur,3001,Santa Fe
Reina Margarita,2309,Santa Fe
Reynaldo Cullen,3020,Santa Fe
Ricardone,2201,Santa Fe
Rigby,2255,Santa Fe
Rincon De Grondona,2206,Santa Fe
Rincon De San Antonio,3046,Santa Fe
Rincon De Tacurales,2317,Santa Fe
Rincon Del Pintado,3080,Santa Fe
Rincon Del Quebracho,3025,Santa Fe
Rincon Norte,3001,Santa Fe
Rincon Potreros,3001,Santa Fe
Rinlon De Avila,3023,Santa Fe
Rio Salado,3036,Santa Fe
Rivadavia,3081,Santa Fe
Rodolfo Alcorta,2115,Santa Fe
Roldan,2134,Santa Fe
Romang,3555,Santa Fe
Rosario,2000,Santa Fe
Rueda,2921,Santa Fe
Rufino,6100,Santa Fe
Ruinas Santa Fe La Vieja,3001,Santa Fe
Runciman,2611,Santa Fe
Sa Pereyra,3011,Santa Fe
Saguier,2301,Santa Fe
Saladero M Cabral,3001,Santa Fe
Salto Grande,2142,Santa Fe
San Agustin,3017,Santa Fe
San Alberto,3565,Santa Fe
San Antonio De Obligado,3587,Santa Fe
San Bernardo,3061,Santa Fe
San Carlos,6106,Santa Fe
San Carlos Centro,3013,Santa Fe
San Carlos Norte,3009,Santa Fe
San Carlos Sud,3013,Santa Fe
San Cristobal,3070,Santa Fe
San Eduardo,2615,Santa Fe
San Estanislao,2501,Santa Fe
San Eugenio,2253,Santa Fe
San Fabian,2242,Santa Fe
San Francisco De Santa Fe,2601,Santa Fe
San Genaro,2146,Santa Fe
San Genaro Norte,2147,Santa Fe
San Geronimo,2136,Santa Fe
San Gregorio,2613,Santa Fe
San Guillermo,2512,Santa Fe
San Guillermo,3020,Santa Fe
San Guillermo,2347,Santa Fe
San Javier,3005,Santa Fe
San Jeronimo Del Sauce,3009,Santa Fe
San Jeronimo Norte,3011,Santa Fe
San Jeronimo Sud,2136,Santa Fe
San Joaquin,3001,Santa Fe
San Jorge,2451,Santa Fe
San Jose,3000,Santa Fe
San Jose De La Esquina,2185,Santa Fe
San Jose Del Rincon,3001,Santa Fe
San Jose Frontera,2401,Santa Fe
San Justo,3040,Santa Fe
San Lorenzo,2200,Santa Fe
San Marcelo,6009,Santa Fe
San Marcos De Venado Tuerto,2600,Santa Fe
San Mariano,3011,Santa Fe
San Martin De Las Escobas,2449,Santa Fe
San Martin De Tours,2255,Santa Fe
San Martin Norte,3045,Santa Fe
San Miguel,2309,Santa Fe
San Pedro,3021,Santa Fe
San Pedro Norte,3021,Santa Fe
San Pedro Sur,3014,Santa Fe
San Ricardo,2501,Santa Fe
San Roque,3553,Santa Fe
San Sebastian,2121,Santa Fe
San Urbano,2728,Santa Fe
San Vicente,2447,Santa Fe
San Vicente,3580,Santa Fe
Sancti Spiritu,2617,Santa Fe
Sanford,2173,Santa Fe
Santa Ana,3575,Santa Fe
Santa Clara,2258,Santa Fe
Santa Clara De Buena Vista,2258,Santa Fe
Santa Clara De Saguier,2405,Santa Fe
Santa Emilia,2725,Santa Fe
Santa Fe,3000,Santa Fe
Santa Felicia,3551,Santa Fe
Santa Isabel,2605,Santa Fe
Santa Lucia,3553,Santa Fe
Santa Margarita,3061,Santa Fe
Santa Maria,3011,Santa Fe
Santa Natalia,2639,Santa Fe
Santa Paula,6106,Santa Fe
Santa Rosa De Calchines,3001,Santa Fe
Santa Teresa,2111,Santa Fe
Santa Teresa,6106,Santa Fe
Santo Domingo,3025,Santa Fe
Santo Tome,3016,Santa Fe
Santurce,3074,Santa Fe
Sargento Cabral,2105,Santa Fe
Sarmiento,3023,Santa Fe
Sastre,2440,Santa Fe
Sauce Viejo,3017,Santa Fe
Schiffner,2451,Santa Fe
Semino,2138,Santa Fe
Serodino,2216,Santa Fe
Setubal,3014,Santa Fe
Sierra Pereyra,2300,Santa Fe
Sin Pereza,3060,Santa Fe
Soldini,2107,Santa Fe
Soledad,3025,Santa Fe
Souto Mayor,3025,Santa Fe
Stephenson,2103,Santa Fe
Suardi,2349,Santa Fe
Sunchales,2322,Santa Fe
Susana,2301,Santa Fe
Tacuarendi,3587,Santa Fe
Tacural,2324,Santa Fe
Tais,2535,Santa Fe
Talleres,2121,Santa Fe
Tarragona,6103,Santa Fe
Tartagal,3565,Santa Fe
Teodelina,6009,Santa Fe
Theobald,2918,Santa Fe
Timbues Jose Maria,2204,Santa Fe
Toba,3551,Santa Fe
Tomas Alva Edison,3023,Santa Fe
Tortugas,2512,Santa Fe
Tostado,3060,Santa Fe
Totoras,2144,Santa Fe
Traill,2456,Santa Fe
Tres Bocas,3560,Santa Fe
Tres Colonias,2300,Santa Fe
Tres Esquinas,2921,Santa Fe
Tres Pozos,3061,Santa Fe
Tte Hipolito Bouchard,2156,Santa Fe
Uranga,2105,Santa Fe
Veinticuatro Casas,2313,Santa Fe
Velazquez,3550,Santa Fe
Venado Tuerto,2600,Santa Fe
Vera,3550,Santa Fe
Vera Mujica,3040,Santa Fe
Vera Y Pintado,3054,Santa Fe
Vicente Echeverria,2142,Santa Fe
Victor Manuel Segundo,3563,Santa Fe
Videla,3048,Santa Fe
Vila,2301,Santa Fe
Villa Adela,3581,Santa Fe
Villa Amelia,2101,Santa Fe
Villa America,2121,Santa Fe
Villa Ana,3583,Santa Fe
Villa Biota,2147,Santa Fe
Villa Cañas,2607,Santa Fe
Villa Cassini,2154,Santa Fe
Villa Constitucion,2919,Santa Fe
Villa Divisa De Mayo,2631,Santa Fe
Villa Don Bosco,3000,Santa Fe
Villa Eloisa,2503,Santa Fe
Villa Estela,2600,Santa Fe
Villa Fredickson,2630,Santa Fe
Villa Garibaldi,2156,Santa Fe
Villa Gobernador Galvez,2124,Santa Fe
Villa Guastalla,2148,Santa Fe
Villa Guillermina,3589,Santa Fe
Villa La Ribera,2500,Santa Fe
Villa Lastenia,3042,Santa Fe
Villa Lujan,3016,Santa Fe
Villa Lyly Talleres,2121,Santa Fe
Villa Margarita,2156,Santa Fe
Villa Maria Selva,3000,Santa Fe
Villa Minetti,3061,Santa Fe
Villa Mugueta,2175,Santa Fe
Villa Ocampo,3580,Santa Fe
Villa Porucci,2123,Santa Fe
Villa Regules,2630,Santa Fe
Villa Rosello,6100,Santa Fe
Villa San  Diego,2124,Santa Fe
Villa San Jose,2301,Santa Fe
Villa Saralegui,3046,Santa Fe
Villa Trinidad,2345,Santa Fe
Villa Viveros,3001,Santa Fe
Villa Yapeyu,3000,Santa Fe
Villada,2173,Santa Fe
Villani,2400,Santa Fe
Virginia,2311,Santa Fe
Vuelta Del Pirata,3001,Santa Fe
Walvelberg,2313,Santa Fe
Wheelwright,2722,Santa Fe
Wildermuth,2257,Santa Fe
Yaguarete,3586,Santa Fe
Yamandu,3014,Santa Fe
Zadockhan,2326,Santa Fe
Zamponi,2105,Santa Fe
Zanetti,2301,Santa Fe
Zavalla,2123,Santa Fe
Zenon Pereyra,2409,Santa Fe
Santa Fe,0,Santa Fe
25 De Mayo,4242,Tucuman
7 De Abril,4195,Tucuman
9 De Julio,4242,Tucuman
Ñorco,4122,Tucuman
Ñoreo,4122,Tucuman
Abra Baya,4137,Tucuman
Abra De La Picaza,4137,Tucuman
Abra De Yareta,4137,Tucuman
Abra Del Infiernillo,4137,Tucuman
Abra Del Tafi,4105,Tucuman
Abra El Candado,4124,Tucuman
Abra Rica,4178,Tucuman
Acequiones,4124,Tucuman
Acheral,4134,Tucuman
Aconquija,4107,Tucuman
Acostilla,4113,Tucuman
Agua Azul,4132,Tucuman
Agua Azul,4115,Tucuman
Agua Blanca,4132,Tucuman
Agua Blanca,4168,Tucuman
Agua Colorada,4119,Tucuman
Agua Dulce,4115,Tucuman
Agua Dulce,4168,Tucuman
Agua El Simbo,4124,Tucuman
Agua Negra,4101,Tucuman
Agua Rosada,4124,Tucuman
Agua Salada,4168,Tucuman
Agua Salada,4141,Tucuman
Agua Salada,4124,Tucuman
Aguada,4111,Tucuman
Aguada,4137,Tucuman
Aguada De Jorge,4124,Tucuman
Aguadita,4178,Tucuman
Aguadita,4101,Tucuman
Aguas Blancas,4119,Tucuman
Aguilares,4152,Tucuman
Ahi Veremos,4115,Tucuman
Alabama,4117,Tucuman
Alabama Nueva,4178,Tucuman
Alderetes,4178,Tucuman
Alisos,4137,Tucuman
Alizal,4122,Tucuman
Alongo,4161,Tucuman
Alpachiri,4149,Tucuman
Alta Gracia De Villa Burruyacu,4101,Tucuman
Alto Cazadera,4137,Tucuman
Alto De Anfama,4137,Tucuman
Alto De La Angostura,4124,Tucuman
Alto De Leiva,4142,Tucuman
Alto De Los Gimenez,4124,Tucuman
Alto De Los Reales,4137,Tucuman
Alto De Medina,4117,Tucuman
Alto Del Huascho,4137,Tucuman
Alto Del Lampazo,4137,Tucuman
Alto Del Pusto,4176,Tucuman
Alto El Puesto,4159,Tucuman
Alto La Totora,4124,Tucuman
Alto Las Flores,4152,Tucuman
Alto Las Lechuzas,4147,Tucuman
Alto Las Lechuzas,4178,Tucuman
Alto Los Cardones,4137,Tucuman
Alto Nuestra Señora Del Valle,4109,Tucuman
Alto Verde,4119,Tucuman
Alto Verde,4153,Tucuman
Alto Verde,4176,Tucuman
Alto Verde,4142,Tucuman
Alurralde,4122,Tucuman
Amaicha Del Llano,4168,Tucuman
Amaicha Del Valle,4137,Tucuman
Amberes,4144,Tucuman
Amimpa,4176,Tucuman
Ampata,4174,Tucuman
Ampatilla,4174,Tucuman
Ampimpa,4137,Tucuman
Amunpa,4176,Tucuman
Ancajulli,4105,Tucuman
Anchillos,4141,Tucuman
Andres Ferreyra,4178,Tucuman
Anegados,4168,Tucuman
Anfana,4105,Tucuman
Angostura,4117,Tucuman
Angostura,4124,Tucuman
Animas,4176,Tucuman
Anjuana,4141,Tucuman
Anta,4124,Tucuman
Anta Chica,4187,Tucuman
Antama,4137,Tucuman
Antiguo Quilmes,4137,Tucuman
Antillas,4119,Tucuman
Antu Mapu,4119,Tucuman
Aparadero Militar Gral Muñoz,4142,Tucuman
Aragon,4122,Tucuman
Aragones,4142,Tucuman
Aran,4142,Tucuman
Aranilla,4134,Tucuman
Araoz,4178,Tucuman
Arbol Solo,4178,Tucuman
Arboles Grandes,4176,Tucuman
Arboles Verdes,4176,Tucuman
Arcadia,4147,Tucuman
Arenilla,4134,Tucuman
Arocas,4174,Tucuman
Arroyo Atahona,4174,Tucuman
Arroyo Barriento,4152,Tucuman
Arroyo De La Cruz,4132,Tucuman
Arroyo Mal Paso,4157,Tucuman
Aserradero,4101,Tucuman
Asna Yaco,4119,Tucuman
Atahona,4172,Tucuman
Avestilla,4113,Tucuman
B Zorrilla,4142,Tucuman
Bañado Del Valle,4111,Tucuman
Bajastine,4164,Tucuman
Bajo De Los Sueldos,4151,Tucuman
Bajo De Raco,4103,Tucuman
Bajo Grande,4115,Tucuman
Bajo Grande,4111,Tucuman
Balderrama,4172,Tucuman
Balderrama Sur,4174,Tucuman
Banda,4137,Tucuman
Banda Del Rio Sali,4109,Tucuman
Barborin,4124,Tucuman
Barrancas,4176,Tucuman
Barrancas Coloradas,4132,Tucuman
Barranqueras,4176,Tucuman
Barrealito,4115,Tucuman
Barrio Belgrano,4146,Tucuman
Barrio Belgrano,4109,Tucuman
Barrio Casino,4107,Tucuman
Barrio Diagonal,4101,Tucuman
Barrio Rivadavia,4101,Tucuman
Barrio Textil,4146,Tucuman
Barrosa,4176,Tucuman
Batiruana,4162,Tucuman
Belicha Huaico,4149,Tucuman
Bella Vista,4168,Tucuman
Bello Horizonte,4178,Tucuman
Beltran,4242,Tucuman
Benjamin Araoz,4119,Tucuman
Benjamin Paz,4119,Tucuman
Benjamin Paz,4122,Tucuman
Bilca Pozo,4111,Tucuman
Blanco Pozo,4178,Tucuman
Boba Yacu,4124,Tucuman
Boca De La Quebrada,4162,Tucuman
Boca Del Tigre,4178,Tucuman
Bracho Viejo,4178,Tucuman
Buen Retiro,4132,Tucuman
Buena Vista,4115,Tucuman
Buena Vista,4172,Tucuman
Buena Vista Oeste,4168,Tucuman
Buena Yerba,4174,Tucuman
Burruyacu,4119,Tucuman
Bustamante,4184,Tucuman
Cañada,4129,Tucuman
Cañada Alegre,4119,Tucuman
Cañada Angosta,4119,Tucuman
Cañada De Alzogaray,4117,Tucuman
Cañada De La Cruz,4119,Tucuman
Cañada De Los Negros,4119,Tucuman
Cañada De Viclos,4168,Tucuman
Cañada De Viclos,4178,Tucuman
Cañada Del Arenal,4124,Tucuman
Cañada El Arenal,4168,Tucuman
Cañada Honda,4101,Tucuman
Cañada Larga,4101,Tucuman
Cañada Yerba Buena,4129,Tucuman
Cañadas,4176,Tucuman
Cañete,4186,Tucuman
Cachi Huasi,4168,Tucuman
Cachi Huasi,4113,Tucuman
Cachi Yaco,4113,Tucuman
Cachi Yaco,4178,Tucuman
Cachi Yaco,4124,Tucuman
Cachi Yaco Apeadero Fcgb,4113,Tucuman
Cachiyaco,4168,Tucuman
Cajas Viejas,4162,Tucuman
Calera Aconquija,4119,Tucuman
Calera De Chirimayo,4146,Tucuman
California,4119,Tucuman
Calimayo,4105,Tucuman
Calimonte,4141,Tucuman
Camas Amontonadas,4168,Tucuman
Camas Amontonadas,4115,Tucuman
Camino Del Peru,4105,Tucuman
Campana,4168,Tucuman
Campana,4111,Tucuman
Campo Alegre,4176,Tucuman
Campo Azul,4168,Tucuman
Campo Azul,4115,Tucuman
Campo Bello,4159,Tucuman
Campo Blanco,4137,Tucuman
Campo De Las Gallinas,4137,Tucuman
Campo De Los Cardones,4137,Tucuman
Campo De Los Chañares,4137,Tucuman
Campo De Talamayo,4158,Tucuman
Campo El Luisito,4178,Tucuman
Campo El Mollar,4178,Tucuman
Campo Grande,4159,Tucuman
Campo Herrera,4105,Tucuman
Campo La Cruz,4161,Tucuman
Campo La Flor,4178,Tucuman
Campo La Flor Los Ralos,4182,Tucuman
Campo Redondo,4168,Tucuman
Campo Redondo,4105,Tucuman
Campo Redondo,4124,Tucuman
Campo Solco Los Cochamolles,4146,Tucuman
Campo Volante,4172,Tucuman
Campo Zauzal,4137,Tucuman
Candelillal,4168,Tucuman
Candelillal,4111,Tucuman
Capilla,4124,Tucuman
Capitan Caceres,4142,Tucuman
Capitan Caceres,4142,Tucuman
Carancho Pozo,4168,Tucuman
Carapunco,4137,Tucuman
Carbon Pozo,4111,Tucuman
Carolinas Bajas,4117,Tucuman
Carreta Quemada,4146,Tucuman
Carrichango,4132,Tucuman
Casa De Campo,4137,Tucuman
Casa De Piedra,4142,Tucuman
Casa De Piedras,4158,Tucuman
Casa De Zinc,4137,Tucuman
Casa Del Alto,4119,Tucuman
Casa Del Alto,4122,Tucuman
Casa Rosada,4178,Tucuman
Casa Santa,4176,Tucuman
Casa Vieja,4162,Tucuman
Casales,4119,Tucuman
Casas Viejas,4137,Tucuman
Casas Viejas,4124,Tucuman
Caspichango Viejo,4142,Tucuman
Caspinchango,4135,Tucuman
Castillas,4172,Tucuman
Ceja Pozo,4187,Tucuman
Cejas De Aroca,4172,Tucuman
Cejas De Beñachillos,4178,Tucuman
Cerco Cuatro,4178,Tucuman
Cervalito,4124,Tucuman
Cevil Grande,4155,Tucuman
Cevil Pozo,4178,Tucuman
Cevil Redondo,4105,Tucuman
Cevil Solo,4157,Tucuman
Cevilarcito,4168,Tucuman
Cevilarcito,4111,Tucuman
Chañar,4176,Tucuman
Chañar Muya,4168,Tucuman
Chañar Pago,4111,Tucuman
Chañar Pozo,4168,Tucuman
Chañar Taqueño,4117,Tucuman
Chañar Via,4117,Tucuman
Chañar Viejo,4117,Tucuman
Chañarito,4168,Tucuman
Chañarito,4168,Tucuman
Chañaritos,4242,Tucuman
Chabela,4117,Tucuman
Chalchacito,4242,Tucuman
Chamico,4119,Tucuman
Chasquivil,4105,Tucuman
Chavarria,4155,Tucuman
Chicligasta,4172,Tucuman
Chilca,4242,Tucuman
Chilcal,4111,Tucuman
Chilcar,4172,Tucuman
Chilcar,4142,Tucuman
Chilcas,4119,Tucuman
Chilcas,4119,Tucuman
Choromoro,4122,Tucuman
Chorrillos,4101,Tucuman
Chorrilos,4119,Tucuman
Chulca,4124,Tucuman
Churqui,4119,Tucuman
Chusca,4122,Tucuman
Cienaguita,4137,Tucuman
Ciudacita,4172,Tucuman
Cochamolle,4146,Tucuman
Cochuna,4149,Tucuman
Coco,4242,Tucuman
Cohigac,4178,Tucuman
Colalao Del Valle,4141,Tucuman
Colmena Lolita,4182,Tucuman
Colombres,4111,Tucuman
Colonia 6,4142,Tucuman
Colonia Acevedo,4132,Tucuman
Colonia Agricola,4111,Tucuman
Colonia Argentina,4111,Tucuman
Colonia Bascary,4132,Tucuman
Colonia El Puesto,4178,Tucuman
Colonia El Sunchal,4168,Tucuman
Colonia El Tarco,4178,Tucuman
Colonia Fara,4147,Tucuman
Colonia Felipe,4105,Tucuman
Colonia Humaita Primera,4151,Tucuman
